OrderID,CustomerID,OrderDate,ShipDate,ShipMode,Country,Region,City,Segment,Category,Sub-Category,Sales,Quantity,Discount,Profit
668,199,2023-05-11,2023-07-16,Same Day,India,East,Pune,Corporate,Furniture,Accessories,401.73,9,0.03,468.03
669,62,2023-11-02,2023-11-30,Second Class,India,South,Bengaluru,Consumer,Technology,Accessories,1374.33,4,0.3,931.31
670,447,2023-05-28,2023-08-14,Standard Class,India,South,Chennai,Home Office,Furniture,Binders,4191.28,9,0.41,253.69
671,49,2023-10-17,2023-10-29,Second Class,India,East,Chennai,Corporate,Office Supplies,Binders,866.0,7,0.39,220.29
672,292,2023-04-02,2023-12-06,Same Day,India,South,Pune,Corporate,Technology,Accessories,3524.85,8,0.43,339.52
673,207,2023-09-03,2023-10-17,Same Day,India,North,Chennai,Home Office,Office Supplies,Chairs,4681.31,7,0.12,158.29
674,200,2023-07-02,2024-01-03,Second Class,India,North,Bengaluru,Consumer,Furniture,Chairs,1390.05,6,0.14,-47.13
675,333,2023-02-11,2023-08-18,Standard Class,India,North,Hyderabad,Corporate,Technology,Binders,3550.4,1,0.35,-91.28
676,241,2023-09-21,2024-01-09,Second Class,India,North,Kolkata,Corporate,Office Supplies,Tables,86.05,6,0.1,476.78
677,108,2023-12-04,2024-01-09,Second Class,India,North,Hyderabad,Consumer,Technology,Binders,771.36,5,0.09,-52.55
678,270,2023-11-24,2023-11-29,Second Class,India,East,Pune,Corporate,Furniture,Binders,3032.36,6,0.15,907.4
679,121,2023-07-08,2023-09-13,Standard Class,India,West,Pune,Home Office,Technology,Binders,1738.66,7,0.18,564.49
680,388,2023-12-01,2024-01-02,Same Day,India,North,Kolkata,Consumer,Office Supplies,Chairs,3872.55,3,0.49,358.33
681,42,2023-08-14,2023-12-22,Standard Class,India,South,Hyderabad,Home Office,Office Supplies,Binders,3205.78,5,0.48,351.0
682,367,2023-04-01,2023-12-27,First Class,India,North,Pune,Home Office,Office Supplies,Chairs,3407.35,10,0.48,834.79
683,495,2023-04-10,2023-04-30,Second Class,India,North,Bengaluru,Home Office,Furniture,Tables,905.25,10,0.25,-62.47
684,315,2023-09-16,2023-10-02,Standard Class,India,West,Bengaluru,Home Office,Technology,Binders,3589.89,9,0.33,403.63
685,381,2023-09-03,2023-09-06,Second Class,India,West,Mumbai,Consumer,Technology,Phones,4274.04,5,0.06,169.07
686,132,2023-05-31,2023-09-12,Standard Class,India,South,Pune,Consumer,Office Supplies,Phones,3704.63,10,0.26,825.68
687,241,2023-12-17,2023-12-20,Standard Class,India,East,Hyderabad,Consumer,Furniture,Chairs,1807.57,3,0.26,-3.74
688,81,2023-05-03,2023-09-29,Same Day,India,South,Kolkata,Corporate,Technology,Tables,4011.44,1,0.27,32.29
689,49,2023-04-29,2023-10-29,Standard Class,India,South,Mumbai,Home Office,Technology,Binders,1667.18,3,0.11,359.31
690,235,2023-08-03,2023-12-06,Same Day,India,North,Hyderabad,Home Office,Office Supplies,Accessories,4677.76,4,0.16,842.88
691,298,2023-06-11,2023-10-06,First Class,India,West,Hyderabad,Corporate,Technology,Chairs,3186.36,10,0.12,180.85
692,213,2023-11-29,2023-12-19,Second Class,India,West,Bengaluru,Corporate,Office Supplies,Tables,1955.93,4,0.23,417.64
693,114,2023-07-21,2023-12-18,Same Day,India,East,Kolkata,Home Office,Technology,Phones,74.15,6,0.49,807.49
694,343,2023-09-28,2023-10-01,Standard Class,India,West,Pune,Home Office,Technology,Phones,3930.25,4,0.48,-25.37
695,6,2023-02-22,2023-10-08,Standard Class,India,North,Chennai,Corporate,Technology,Chairs,1253.61,7,0.26,222.23
696,222,2023-05-08,2023-05-25,Same Day,India,North,Mumbai,Corporate,Technology,Chairs,929.06,3,0.43,810.14
697,346,2023-06-23,2023-12-07,Same Day,India,East,Pune,Consumer,Technology,Chairs,4946.39,3,0.11,-39.87
698,348,2023-08-22,2023-09-09,Same Day,India,West,Bengaluru,Consumer,Furniture,Chairs,4977.36,2,0.47,849.7
699,68,2023-05-10,2023-12-03,Same Day,India,South,Bengaluru,Home Office,Furniture,Tables,2861.01,6,0.3,156.73
700,479,2023-07-31,2023-10-08,First Class,India,North,Pune,Consumer,Furniture,Binders,3555.99,5,0.18,605.64
701,426,2023-03-15,2023-08-05,Standard Class,India,East,Bengaluru,Consumer,Furniture,Tables,1527.93,10,0.08,670.58
702,182,2023-11-23,2023-11-26,Second Class,India,North,Mumbai,Home Office,Furniture,Binders,315.1,1,0.16,117.2
703,350,2023-07-04,2023-10-31,First Class,India,East,Chennai,Consumer,Technology,Binders,528.0,7,0.37,557.15
704,321,2023-10-09,2023-11-28,First Class,India,West,Pune,Corporate,Office Supplies,Chairs,4268.88,9,0.2,427.3
705,369,2023-08-02,2023-09-25,First Class,India,North,Hyderabad,Corporate,Office Supplies,Chairs,3529.57,8,0.49,71.37
706,202,2023-03-23,2023-05-05,First Class,India,South,Chennai,Consumer,Furniture,Phones,3741.15,2,0.4,853.34
707,125,2023-09-16,2023-10-06,Same Day,India,West,Pune,Consumer,Office Supplies,Binders,1321.05,3,0.21,-99.86
708,443,2023-07-18,2023-12-23,Standard Class,India,South,Kolkata,Home Office,Office Supplies,Chairs,3670.68,8,0.07,528.63
709,59,2023-04-29,2024-01-04,Same Day,India,North,Mumbai,Consumer,Furniture,Phones,1537.21,8,0.48,544.28
710,12,2023-10-30,2023-11-19,First Class,India,East,Pune,Corporate,Technology,Binders,3092.58,1,0.09,236.28
711,190,2023-06-01,2023-07-06,Second Class,India,North,Delhi,Consumer,Furniture,Chairs,799.41,5,0.05,459.78
712,484,2023-07-26,2023-11-20,Standard Class,India,West,Kolkata,Consumer,Technology,Accessories,4822.09,9,0.28,-33.35
713,328,2023-01-29,2023-04-10,Second Class,India,East,Chennai,Consumer,Technology,Accessories,161.74,1,0.27,172.75
714,120,2023-03-16,2023-09-15,First Class,India,South,Chennai,Home Office,Furniture,Phones,3619.87,8,0.37,655.37
715,239,2023-08-07,2023-12-15,Same Day,India,East,Mumbai,Home Office,Office Supplies,Chairs,2077.76,7,0.18,208.08
716,240,2023-09-06,2023-12-14,First Class,India,East,Pune,Consumer,Office Supplies,Chairs,888.4,2,0.38,422.94
717,411,2023-10-02,2023-11-29,First Class,India,South,Hyderabad,Home Office,Furniture,Binders,4927.66,5,0.28,57.61
718,23,2023-11-30,2023-12-18,Second Class,India,West,Hyderabad,Consumer,Furniture,Binders,1096.05,5,0.07,504.39
719,388,2023-04-08,2023-11-07,First Class,India,West,Chennai,Corporate,Technology,Tables,1328.68,8,0.49,-83.54
720,326,2023-05-12,2023-07-13,Second Class,India,South,Bengaluru,Home Office,Office Supplies,Accessories,1169.8,2,0.42,301.8
721,479,2023-10-20,2023-10-21,Second Class,India,North,Pune,Consumer,Furniture,Tables,1420.42,5,0.13,107.04
722,117,2023-08-22,2023-09-06,Same Day,India,East,Chennai,Home Office,Office Supplies,Binders,3161.84,6,0.4,478.56
723,46,2023-08-27,2023-11-01,Same Day,India,South,Chennai,Consumer,Technology,Chairs,830.48,4,0.11,968.15
724,305,2023-06-08,2023-08-17,Standard Class,India,East,Mumbai,Corporate,Office Supplies,Binders,598.39,10,0.49,216.02
725,46,2023-03-01,2023-10-12,Second Class,India,East,Hyderabad,Corporate,Technology,Binders,3126.26,10,0.03,136.77
726,222,2023-12-01,2024-01-02,First Class,India,East,Delhi,Home Office,Furniture,Phones,1017.08,1,0.45,384.7
727,300,2023-01-18,2023-10-17,First Class,India,East,Kolkata,Corporate,Furniture,Chairs,4159.15,9,0.36,-90.48
728,42,2023-05-30,2023-07-08,Second Class,India,West,Delhi,Consumer,Technology,Tables,3758.7,10,0.1,-71.88
729,146,2023-07-20,2023-10-05,First Class,India,South,Hyderabad,Corporate,Technology,Binders,3965.6,6,0.49,-77.4
730,143,2023-10-03,2023-10-09,First Class,India,North,Delhi,Corporate,Technology,Binders,1997.66,8,0.24,99.5
731,434,2023-12-17,2023-12-29,First Class,India,North,Kolkata,Corporate,Office Supplies,Binders,1326.94,10,0.28,89.13
732,394,2023-09-06,2023-12-31,Standard Class,India,East,Mumbai,Home Office,Furniture,Accessories,347.79,5,0.04,566.62
733,13,2023-03-13,2023-05-25,Second Class,India,West,Hyderabad,Corporate,Office Supplies,Tables,1131.22,4,0.39,341.89
734,187,2023-03-12,2023-08-09,Same Day,India,North,Bengaluru,Consumer,Furniture,Binders,3545.67,5,0.42,627.54
735,145,2023-11-04,2024-01-01,Same Day,India,South,Hyderabad,Consumer,Office Supplies,Chairs,4536.68,10,0.04,660.31
736,267,2023-08-26,2024-01-02,Same Day,India,East,Delhi,Home Office,Technology,Binders,3079.83,4,0.22,694.74
737,369,2023-03-01,2023-03-05,Standard Class,India,North,Pune,Consumer,Technology,Binders,1907.22,8,0.07,127.43
738,281,2023-01-17,2023-10-17,Same Day,India,West,Mumbai,Corporate,Office Supplies,Phones,2585.65,4,0.37,668.3
739,223,2023-08-20,2023-09-05,First Class,India,West,Chennai,Consumer,Technology,Chairs,1012.83,6,0.42,254.2
740,437,2023-09-10,2023-10-13,Same Day,India,East,Delhi,Corporate,Furniture,Chairs,4602.2,5,0.4,223.87
741,161,2023-10-14,2023-11-11,Standard Class,India,North,Mumbai,Consumer,Office Supplies,Chairs,4094.36,8,0.46,794.5
742,164,2023-10-16,2023-12-23,First Class,India,East,Mumbai,Home Office,Furniture,Accessories,1072.93,5,0.2,194.11
743,54,2023-08-07,2023-12-07,Standard Class,India,East,Mumbai,Corporate,Furniture,Chairs,4331.12,2,0.08,65.8
744,481,2023-07-14,2023-08-06,Standard Class,India,South,Mumbai,Corporate,Technology,Accessories,637.34,5,0.07,249.13
745,373,2023-10-08,2024-01-09,Same Day,India,East,Kolkata,Consumer,Technology,Tables,2331.81,10,0.14,730.2
746,4,2023-05-21,2024-01-07,Same Day,India,South,Delhi,Home Office,Technology,Chairs,1336.89,2,0.5,800.25
747,239,2023-06-25,2023-12-14,Standard Class,India,North,Bengaluru,Corporate,Furniture,Accessories,3908.43,1,0.36,247.69
748,26,2023-04-15,2023-05-03,First Class,India,North,Bengaluru,Consumer,Furniture,Accessories,4998.9,8,0.46,120.97
749,109,2023-05-21,2023-10-06,Second Class,India,West,Bengaluru,Home Office,Technology,Phones,3531.08,4,0.37,921.44
750,466,2023-11-07,2023-12-02,Standard Class,India,West,Kolkata,Consumer,Office Supplies,Tables,694.79,9,0.06,349.56
751,317,2023-02-19,2024-01-04,First Class,India,East,Bengaluru,Corporate,Office Supplies,Chairs,1816.71,5,0.33,720.58
752,240,2023-08-12,2023-10-07,Second Class,India,West,Mumbai,Home Office,Office Supplies,Binders,2782.75,6,0.04,-71.63
753,114,2023-04-19,2023-08-01,First Class,India,North,Chennai,Corporate,Furniture,Phones,1748.83,5,0.34,910.43
754,437,2023-06-05,2023-10-26,Same Day,India,South,Delhi,Corporate,Technology,Tables,132.45,8,0.05,281.03
755,155,2023-03-15,2023-10-26,Same Day,India,West,Delhi,Home Office,Office Supplies,Accessories,4276.93,3,0.3,-27.0
756,157,2023-10-25,2024-01-03,Second Class,India,West,Delhi,Consumer,Technology,Phones,3069.71,2,0.08,-83.82
757,28,2023-01-05,2023-09-29,Same Day,India,North,Chennai,Corporate,Furniture,Binders,178.42,7,0.38,253.36
758,36,2023-03-21,2023-12-05,Same Day,India,North,Mumbai,Corporate,Technology,Chairs,3961.88,10,0.41,936.32
759,241,2023-04-07,2023-05-18,First Class,India,East,Bengaluru,Consumer,Furniture,Binders,4215.76,6,0.04,703.06
760,278,2023-07-03,2024-01-04,First Class,India,West,Pune,Corporate,Furniture,Phones,2335.64,10,0.14,-17.67
761,143,2023-05-19,2023-09-30,Second Class,India,East,Kolkata,Consumer,Furniture,Accessories,3396.27,9,0.05,501.94
762,180,2023-02-08,2023-05-18,Second Class,India,South,Kolkata,Corporate,Office Supplies,Accessories,2378.41,5,0.18,718.38
763,273,2023-05-20,2023-09-25,Same Day,India,South,Kolkata,Consumer,Technology,Tables,3557.88,8,0.38,810.18
764,220,2023-08-04,2023-12-15,Standard Class,India,West,Kolkata,Consumer,Office Supplies,Phones,4371.8,8,0.22,115.24
765,462,2023-07-09,2023-10-13,Standard Class,India,South,Kolkata,Home Office,Technology,Phones,4870.42,4,0.08,548.95
766,271,2023-04-30,2023-06-11,Second Class,India,South,Pune,Corporate,Technology,Phones,1399.24,2,0.18,505.86
767,280,2023-07-25,2023-12-31,First Class,India,East,Kolkata,Home Office,Office Supplies,Tables,2448.84,5,0.3,33.59
768,329,2023-07-17,2023-08-25,Second Class,India,West,Delhi,Consumer,Furniture,Tables,4312.22,6,0.2,836.52
769,477,2023-12-10,2023-12-16,Standard Class,India,North,Bengaluru,Consumer,Office Supplies,Accessories,149.74,6,0.09,526.56
770,64,2023-10-24,2023-12-29,First Class,India,North,Mumbai,Corporate,Technology,Chairs,3115.02,2,0.22,693.8
771,486,2023-01-16,2023-06-20,Same Day,India,East,Delhi,Home Office,Technology,Binders,3755.48,4,0.43,803.81
772,174,2023-10-20,2023-12-31,First Class,India,East,Hyderabad,Consumer,Technology,Binders,304.44,4,0.32,488.07
773,293,2023-05-31,2023-10-26,Same Day,India,North,Chennai,Consumer,Technology,Binders,832.58,9,0.13,864.66
774,35,2023-12-17,2024-01-06,First Class,India,West,Pune,Consumer,Technology,Accessories,2420.0,6,0.41,-60.13
775,116,2023-03-24,2023-11-27,Second Class,India,South,Hyderabad,Home Office,Technology,Binders,2764.7,6,0.17,885.89
776,380,2023-05-30,2023-10-30,First Class,India,West,Pune,Corporate,Furniture,Phones,4329.46,2,0.33,157.53
777,185,2023-06-03,2023-09-27,Same Day,India,East,Hyderabad,Consumer,Technology,Tables,2198.48,10,0.5,616.39
778,158,2023-08-14,2023-12-03,Standard Class,India,West,Mumbai,Home Office,Technology,Tables,2174.79,3,0.23,92.7
779,21,2023-08-14,2023-09-14,Standard Class,India,West,Pune,Corporate,Technology,Tables,1881.28,10,0.28,385.13
780,46,2023-01-01,2023-01-19,First Class,India,South,Delhi,Consumer,Office Supplies,Phones,1923.41,4,0.07,446.52
781,218,2023-04-29,2023-10-12,First Class,India,North,Bengaluru,Home Office,Office Supplies,Phones,1473.52,1,0.2,566.98
782,4,2023-06-03,2023-07-17,Standard Class,India,North,Chennai,Corporate,Furniture,Binders,1110.58,9,0.27,187.3
783,357,2023-09-17,2023-11-26,Standard Class,India,East,Hyderabad,Corporate,Technology,Chairs,1548.2,4,0.11,793.59
784,273,2023-02-06,2023-11-04,Same Day,India,South,Bengaluru,Consumer,Furniture,Binders,622.36,9,0.02,759.83
785,457,2023-04-08,2023-05-14,Standard Class,India,West,Hyderabad,Corporate,Technology,Tables,4779.26,6,0.38,740.97
786,12,2023-08-13,2023-12-26,First Class,India,East,Pune,Home Office,Technology,Tables,3812.77,2,0.13,702.69
787,400,2023-02-26,2023-07-27,Standard Class,India,North,Delhi,Consumer,Furniture,Accessories,4848.05,1,0.36,283.12
788,358,2023-05-07,2023-07-06,Same Day,India,West,Hyderabad,Home Office,Furniture,Accessories,2826.26,6,0.23,966.4
789,109,2023-09-17,2023-12-24,Same Day,India,South,Kolkata,Corporate,Furniture,Chairs,2818.01,6,0.26,748.4
790,404,2023-11-21,2023-11-26,Same Day,India,East,Chennai,Corporate,Technology,Phones,1338.25,9,0.19,127.66
791,469,2023-09-01,2023-11-04,Same Day,India,South,Kolkata,Consumer,Office Supplies,Chairs,1901.7,2,0.37,668.15
792,13,2023-03-09,2023-06-10,Same Day,India,East,Hyderabad,Home Office,Technology,Accessories,4633.89,1,0.5,891.07
793,409,2023-05-10,2023-10-26,Second Class,India,South,Bengaluru,Home Office,Office Supplies,Phones,3643.9,8,0.32,580.47
794,120,2023-11-13,2023-12-30,First Class,India,East,Kolkata,Home Office,Technology,Tables,2850.85,9,0.47,716.18
795,11,2023-01-08,2023-03-14,First Class,India,North,Kolkata,Consumer,Office Supplies,Tables,912.91,3,0.32,-79.3
796,268,2023-04-07,2023-06-27,Second Class,India,East,Bengaluru,Consumer,Technology,Binders,828.41,6,0.29,368.77
797,423,2023-05-21,2023-09-24,Standard Class,India,South,Bengaluru,Consumer,Technology,Chairs,3342.98,7,0.36,702.15
798,332,2023-11-20,2023-12-20,Second Class,India,East,Hyderabad,Corporate,Furniture,Accessories,4715.62,2,0.5,-7.94
799,485,2023-05-12,2023-05-14,Standard Class,India,West,Delhi,Home Office,Technology,Phones,4973.95,9,0.24,904.08
800,133,2023-12-06,2023-12-17,Second Class,India,North,Chennai,Home Office,Technology,Tables,927.87,10,0.09,807.06
801,403,2023-05-20,2023-05-28,First Class,India,East,Bengaluru,Consumer,Furniture,Phones,3904.45,10,0.4,371.33
802,391,2023-09-24,2023-09-29,Second Class,India,South,Delhi,Consumer,Technology,Accessories,4843.38,7,0.08,-59.17
803,20,2023-12-31,2024-01-06,Second Class,India,East,Chennai,Corporate,Furniture,Tables,2054.53,3,0.35,456.68
804,452,2023-02-02,2023-08-20,Second Class,India,West,Bengaluru,Corporate,Office Supplies,Binders,903.21,10,0.43,235.9
805,100,2023-05-27,2023-06-13,First Class,India,West,Bengaluru,Consumer,Office Supplies,Tables,2359.27,6,0.3,606.45
806,319,2023-05-15,2023-10-14,Standard Class,India,West,Delhi,Home Office,Furniture,Chairs,699.25,1,0.1,59.05
807,396,2023-10-06,2023-12-16,Standard Class,India,West,Chennai,Home Office,Office Supplies,Accessories,4247.15,4,0.15,502.39
808,271,2023-04-08,2023-11-29,Second Class,India,East,Delhi,Corporate,Furniture,Binders,1614.08,5,0.37,689.4
809,40,2023-07-06,2023-12-25,Standard Class,India,East,Kolkata,Home Office,Furniture,Tables,2071.02,7,0.12,916.38
810,473,2023-03-24,2023-09-16,First Class,India,South,Mumbai,Corporate,Office Supplies,Phones,1089.94,2,0.34,698.41
811,284,2023-01-09,2023-11-24,Same Day,India,South,Mumbai,Consumer,Office Supplies,Chairs,4390.77,2,0.01,714.34
812,181,2023-12-21,2024-01-09,First Class,India,East,Kolkata,Home Office,Office Supplies,Binders,3183.84,2,0.5,301.85
813,458,2023-06-12,2023-11-14,Standard Class,India,North,Bengaluru,Corporate,Office Supplies,Tables,1013.89,6,0.34,492.74
814,315,2023-08-07,2023-10-14,Second Class,India,East,Bengaluru,Home Office,Office Supplies,Accessories,4033.81,3,0.34,615.76
815,381,2023-06-12,2023-06-24,Standard Class,India,North,Pune,Consumer,Furniture,Tables,406.61,4,0.46,629.17
816,348,2023-02-28,2023-11-18,Second Class,India,North,Delhi,Corporate,Technology,Tables,2662.99,6,0.06,912.89
817,497,2023-01-04,2023-12-23,Second Class,India,South,Kolkata,Home Office,Office Supplies,Binders,1317.3,1,0.35,958.04
818,45,2023-01-18,2023-10-02,First Class,India,East,Kolkata,Consumer,Office Supplies,Chairs,4813.48,10,0.16,754.37
819,404,2023-05-14,2023-07-02,Standard Class,India,South,Bengaluru,Consumer,Office Supplies,Tables,2397.5,1,0.33,135.44
820,97,2023-01-12,2023-03-03,Same Day,India,North,Pune,Consumer,Furniture,Binders,3953.26,9,0.29,267.47
821,184,2023-07-31,2023-12-08,First Class,India,North,Kolkata,Consumer,Furniture,Tables,2277.01,7,0.46,444.29
822,454,2023-05-28,2023-12-22,Same Day,India,East,Pune,Corporate,Technology,Phones,3131.72,6,0.39,522.51
823,15,2023-04-21,2023-12-26,Same Day,India,East,Delhi,Corporate,Office Supplies,Tables,1480.76,10,0.09,-24.38
824,446,2023-07-29,2023-09-17,Standard Class,India,West,Hyderabad,Corporate,Office Supplies,Phones,2065.68,8,0.34,268.1
825,375,2023-02-21,2023-07-07,First Class,India,South,Delhi,Consumer,Furniture,Accessories,4339.28,7,0.31,432.11
826,441,2023-09-14,2023-12-19,Second Class,India,West,Mumbai,Consumer,Furniture,Tables,236.45,7,0.43,811.7
827,171,2023-07-21,2023-12-19,Second Class,India,West,Pune,Home Office,Furniture,Phones,4291.17,9,0.29,30.0
828,69,2023-04-24,2023-12-01,First Class,India,West,Pune,Consumer,Technology,Phones,476.7,4,0.12,881.03
829,349,2023-11-27,2023-12-20,Second Class,India,South,Delhi,Consumer,Office Supplies,Accessories,1528.43,2,0.47,441.61
830,153,2023-10-12,2024-01-05,First Class,India,West,Chennai,Consumer,Furniture,Accessories,3657.95,4,0.08,803.65
831,214,2023-12-05,2024-01-06,Standard Class,India,West,Kolkata,Consumer,Office Supplies,Accessories,1090.92,1,0.42,493.12
832,291,2023-07-31,2023-11-23,Same Day,India,East,Chennai,Home Office,Furniture,Tables,1819.63,1,0.28,-18.49
833,479,2023-09-25,2023-12-03,Standard Class,India,East,Kolkata,Corporate,Technology,Phones,1438.08,6,0.37,571.83
834,459,2023-04-05,2023-11-03,Standard Class,India,South,Mumbai,Corporate,Technology,Binders,3913.48,1,0.28,836.8
835,289,2023-12-25,2024-01-05,Same Day,India,West,Hyderabad,Corporate,Office Supplies,Chairs,671.29,8,0.29,649.67
836,228,2023-03-20,2023-11-29,Standard Class,India,West,Mumbai,Consumer,Technology,Chairs,3721.08,2,0.13,498.54
837,477,2023-08-27,2023-08-28,Standard Class,India,North,Hyderabad,Consumer,Technology,Accessories,4795.25,6,0.27,947.77
838,349,2023-04-04,2023-12-07,Standard Class,India,West,Hyderabad,Consumer,Technology,Phones,3460.36,8,0.09,884.86
839,462,2023-09-01,2023-09-15,Second Class,India,South,Chennai,Consumer,Technology,Phones,3278.78,6,0.08,762.67
840,345,2023-06-18,2023-11-06,Same Day,India,West,Bengaluru,Corporate,Technology,Chairs,3308.47,1,0.29,358.1
841,228,2023-06-21,2023-06-27,Second Class,India,North,Delhi,Home Office,Office Supplies,Binders,4762.21,5,0.07,832.0
842,100,2023-01-22,2023-05-19,Same Day,India,South,Hyderabad,Home Office,Furniture,Phones,1231.4,6,0.08,92.88
843,346,2023-08-22,2023-12-22,Second Class,India,North,Kolkata,Consumer,Technology,Binders,4043.48,9,0.01,821.2
844,415,2023-12-07,2024-01-02,First Class,India,South,Mumbai,Consumer,Office Supplies,Binders,3267.98,5,0.15,930.3
845,120,2023-01-24,2023-10-17,First Class,India,East,Bengaluru,Home Office,Technology,Accessories,715.14,3,0.46,745.77
846,147,2023-12-29,2024-01-09,Same Day,India,North,Hyderabad,Consumer,Technology,Tables,4776.0,6,0.02,752.99
847,125,2023-08-19,2023-10-15,Second Class,India,West,Bengaluru,Consumer,Furniture,Tables,656.6,10,0.12,643.06
848,393,2023-03-12,2023-05-04,Second Class,India,West,Hyderabad,Corporate,Office Supplies,Accessories,4858.59,7,0.39,971.55
849,65,2023-01-23,2023-12-18,Second Class,India,North,Bengaluru,Home Office,Office Supplies,Phones,567.28,6,0.47,102.94
850,181,2023-09-20,2023-12-16,Standard Class,India,West,Delhi,Corporate,Technology,Phones,4702.92,10,0.2,735.88
851,317,2023-11-10,2023-11-30,Standard Class,India,North,Hyderabad,Corporate,Furniture,Chairs,3137.38,3,0.38,403.37
852,119,2023-10-26,2023-12-17,Second Class,India,East,Mumbai,Home Office,Office Supplies,Phones,4354.26,6,0.21,807.49
853,119,2023-06-08,2023-08-09,Standard Class,India,North,Bengaluru,Consumer,Furniture,Chairs,3196.32,7,0.09,616.4
854,200,2023-10-15,2023-12-10,First Class,India,North,Kolkata,Corporate,Furniture,Binders,2053.98,5,0.35,915.9
855,3,2023-03-17,2023-06-13,Standard Class,India,South,Bengaluru,Consumer,Technology,Chairs,2147.26,6,0.08,-38.22
856,268,2023-07-10,2023-09-13,Standard Class,India,North,Bengaluru,Consumer,Technology,Accessories,908.65,1,0.19,509.84
857,294,2023-02-19,2023-07-13,Second Class,India,West,Bengaluru,Consumer,Technology,Phones,1575.96,10,0.23,-77.48
858,58,2023-06-13,2023-11-22,Standard Class,India,North,Delhi,Home Office,Furniture,Binders,872.99,4,0.37,146.01
859,453,2023-10-18,2023-12-16,Same Day,India,North,Chennai,Corporate,Office Supplies,Accessories,4231.92,8,0.11,523.49
860,444,2023-02-12,2023-12-20,First Class,India,North,Chennai,Home Office,Furniture,Phones,4434.55,6,0.24,392.66
861,136,2023-03-15,2023-08-01,Same Day,India,South,Bengaluru,Corporate,Furniture,Binders,4113.74,7,0.3,405.89
862,379,2023-03-29,2023-04-05,Standard Class,India,North,Mumbai,Consumer,Furniture,Chairs,2505.43,10,0.45,988.59
863,334,2023-07-18,2023-09-10,First Class,India,South,Mumbai,Consumer,Technology,Phones,1744.57,7,0.2,728.75
864,495,2023-11-14,2023-11-18,Standard Class,India,South,Kolkata,Home Office,Office Supplies,Accessories,2736.72,7,0.28,312.23
865,37,2023-11-08,2024-01-03,Same Day,India,West,Mumbai,Corporate,Office Supplies,Tables,1421.56,5,0.13,636.5
866,155,2023-01-28,2023-06-07,Same Day,India,South,Kolkata,Consumer,Technology,Tables,3268.13,8,0.04,1.65
867,233,2023-07-04,2023-07-15,Second Class,India,East,Bengaluru,Corporate,Furniture,Binders,527.65,1,0.08,670.98
868,86,2023-06-07,2023-06-16,Second Class,India,East,Chennai,Corporate,Office Supplies,Phones,791.24,1,0.2,991.17
869,388,2023-10-22,2023-10-31,Standard Class,India,South,Pune,Consumer,Technology,Tables,4940.66,3,0.41,420.33
870,91,2023-04-16,2023-09-20,First Class,India,South,Mumbai,Consumer,Office Supplies,Chairs,3223.79,8,0.17,352.05
871,165,2023-05-09,2023-11-17,Same Day,India,North,Delhi,Home Office,Technology,Tables,2180.27,2,0.44,87.22
872,162,2023-10-19,2023-11-26,Standard Class,India,East,Delhi,Consumer,Furniture,Phones,3608.59,3,0.44,887.96
873,216,2023-03-11,2023-05-21,Same Day,India,North,Hyderabad,Home Office,Technology,Chairs,723.73,1,0.16,637.74
874,217,2023-05-05,2023-07-04,First Class,India,North,Pune,Home Office,Furniture,Phones,4379.7,2,0.04,452.03
875,18,2023-06-06,2023-09-15,First Class,India,East,Kolkata,Corporate,Office Supplies,Accessories,3579.97,4,0.14,201.25
876,70,2023-07-04,2023-10-30,Standard Class,India,East,Delhi,Consumer,Furniture,Accessories,2900.37,7,0.15,317.52
877,231,2023-02-11,2023-03-19,First Class,India,East,Hyderabad,Corporate,Technology,Tables,592.09,4,0.5,490.41
878,247,2023-12-10,2024-01-09,Same Day,India,East,Pune,Home Office,Furniture,Chairs,1580.57,7,0.14,-35.65
879,108,2023-09-07,2023-09-21,Same Day,India,East,Chennai,Home Office,Technology,Binders,3488.36,7,0.44,496.88
880,482,2023-08-03,2023-10-20,First Class,India,East,Chennai,Consumer,Furniture,Chairs,837.43,4,0.32,723.96
881,95,2023-06-27,2023-08-10,First Class,India,East,Pune,Home Office,Office Supplies,Tables,2023.74,9,0.06,511.89
882,131,2023-05-12,2023-06-02,Second Class,India,South,Pune,Corporate,Technology,Phones,74.01,8,0.03,438.72
883,249,2023-03-23,2023-05-01,Same Day,India,West,Chennai,Consumer,Technology,Phones,3466.27,7,0.22,162.64
884,175,2023-03-29,2023-05-22,Same Day,India,West,Kolkata,Home Office,Technology,Accessories,593.16,5,0.05,319.64
885,120,2023-01-22,2023-10-02,Second Class,India,East,Hyderabad,Home Office,Furniture,Tables,2815.51,5,0.08,-16.03
886,127,2023-10-01,2023-11-07,Same Day,India,East,Chennai,Home Office,Furniture,Chairs,4034.36,4,0.1,198.39
887,202,2023-04-25,2023-10-05,First Class,India,West,Chennai,Corporate,Technology,Chairs,4579.3,1,0.29,878.48
888,435,2023-07-07,2023-12-12,Same Day,India,South,Delhi,Corporate,Furniture,Accessories,1757.58,9,0.45,262.53
889,154,2023-01-26,2023-12-06,Second Class,India,East,Kolkata,Home Office,Office Supplies,Tables,858.46,2,0.41,183.08
890,268,2023-07-06,2023-09-16,Same Day,India,West,Kolkata,Corporate,Office Supplies,Chairs,1669.78,8,0.08,123.78
